"Date";"Time (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressure Ins. (hPa)";"Pressure Max. (hPa)";"Pressure Min. (hPa)";"Wind Speed (m/s)";"Wind Dir. (m/s)";"Raj. Vento (m/s)";"Radiation (KJ/m²)";"Rain (mm)"
"11/03/2026";"0800";"22,6";"22,9";"22,6";"";"";"";"";"";"";"1013,8";"1013,9";"1013,5";"0,4";"120,0";"1,7";"";"0,0"
"11/03/2026";"0900";"22,7";"23,0";"22,6";"";"";"";"";"";"";"1014,1";"1014,1";"1013,8";"0,5";"71,0";"1,2";"";"0,0"
"11/03/2026";"1000";"23,1";"23,1";"22,6";"";"";"";"";"";"";"1014,7";"1014,7";"1014,1";"0,5";"169,0";"1,2";"69,70";"0,0"
"11/03/2026";"1100";"23,4";"23,5";"23,1";"";"";"";"";"";"";"1015,4";"1015,4";"1014,7";"0,6";"273,0";"1,7";"160,10";"0,0"
"11/03/2026";"1200";"24,0";"24,1";"23,3";"";"";"";"";"";"";"1015,7";"1015,7";"1015,4";"0,9";"183,0";"2,0";"354,50";"0,0"
"11/03/2026";"1300";"24,4";"24,4";"23,9";"";"";"";"";"";"";"1015,7";"1015,8";"1015,7";"1,1";"189,0";"3,0";"463,20";"0,2"
"11/03/2026";"1400";"24,9";"25,0";"24,3";"";"";"";"";"";"";"1015,6";"1015,8";"1015,6";"0,8";"164,0";"2,9";"645,40";"0,0"
"11/03/2026";"1500";"24,9";"25,4";"24,8";"";"";"";"";"";"";"1015,0";"1015,7";"1015,0";"1,1";"92,0";"3,7";"824,60";"0,0"
"11/03/2026";"1600";"23,9";"25,1";"23,8";"";"";"";"";"";"";"1014,3";"1015,0";"1014,3";"1,5";"211,0";"4,4";"570,00";"0,6"
"11/03/2026";"1700";"23,6";"24,1";"23,5";"";"";"";"";"";"";"1013,9";"1014,3";"1013,9";"0,9";"58,0";"3,7";"480,40";"1,4"
"11/03/2026";"1800";"23,1";"23,7";"23,1";"";"";"";"";"";"";"1013,4";"1013,9";"1013,4";"1,1";"221,0";"3,4";"379,30";"1,2"
"11/03/2026";"1900";"22,9";"23,1";"22,7";"";"";"";"";"";"";"1013,2";"1013,4";"1013,1";"0,7";"91,0";"4,1";"302,30";"0,6"
"11/03/2026";"2000";"22,8";"23,0";"22,7";"";"";"";"";"";"";"1013,1";"1013,2";"1013,1";"0,7";"122,0";"3,6";"164,60";"0,0"
"11/03/2026";"2100";"22,5";"22,9";"22,5";"";"";"";"";"";"";"1013,4";"1013,4";"1013,1";"1,0";"119,0";"2,9";"57,60";"0,2"
"11/03/2026";"2200";"22,4";"22,6";"22,4";"";"";"";"";"";"";"1013,7";"1013,7";"1013,4";"0,6";"155,0";"2,5";"";"0,2"
"11/03/2026";"2300";"22,2";"22,4";"22,1";"";"";"";"";"";"";"1014,3";"1014,3";"1013,7";"0,6";"38,0";"1,6";"";"0,4"
"12/03/2026";"0000";"22,6";"22,6";"22,1";"";"";"";"";"";"";"1014,7";"1014,7";"1014,3";"0,9";"131,0";"3,1";"";"0,0"
"12/03/2026";"0100";"22,5";"22,8";"22,5";"";"";"";"";"";"";"1014,7";"1014,7";"1014,6";"0,6";"112,0";"3,9";"";"0,0"
"12/03/2026";"0200";"22,5";"22,7";"22,3";"";"";"";"";"";"";"1014,7";"1014,8";"1014,6";"0,4";"192,0";"2,0";"";"0,0"
"12/03/2026";"0300";"22,7";"23,0";"22,5";"";"";"";"";"";"";"1014,0";"1014,7";"1014,0";"0,9";"170,0";"3,2";"";"0,0"
"12/03/2026";"0400";"22,2";"22,7";"22,2";"";"";"";"";"";"";"1013,0";"1014,0";"1013,0";"0,4";"248,0";"2,2";"";"0,2"
"12/03/2026";"0500";"22,3";"22,3";"22,1";"";"";"";"";"";"";"1012,4";"1013,0";"1012,4";"0,7";"193,0";"1,3";"";"0,0"
"12/03/2026";"0600";"22,6";"22,6";"22,2";"";"";"";"";"";"";"1012,0";"1012,4";"1012,0";"0,7";"63,0";"1,7";"";"0,0"
"12/03/2026";"0700";"22,4";"22,6";"22,3";"";"";"";"";"";"";"1012,5";"1012,6";"1012,0";"0,3";"237,0";"1,3";"";"0,2"
"12/03/2026";"0800";"22,6";"22,8";"22,4";"";"";"";"";"";"";"1012,1";"1012,5";"1012,1";"0,5";"81,0";"2,2";"";"0,0"
"12/03/2026";"0900";"22,4";"22,7";"22,4";"";"";"";"";"";"";"1012,6";"1012,6";"1012,1";"0,6";"332,0";"1,3";"";"0,0"
"12/03/2026";"1000";"22,9";"22,9";"22,4";"";"";"";"";"";"";"1013,0";"1013,0";"1012,6";"0,6";"88,0";"1,3";"82,60";"0,0"
"12/03/2026";"1100";"23,8";"23,8";"22,9";"";"";"";"";"";"";"1013,6";"1013,6";"1013,0";"0,3";"17,0";"1,3";"377,60";"0,0"
"12/03/2026";"1200";"24,3";"24,3";"23,8";"";"";"";"";"";"";"1013,6";"1013,6";"1013,5";"0,9";"75,0";"1,7";"516,80";"0,0"
"12/03/2026";"1300";"24,6";"24,9";"24,1";"";"";"";"";"";"";"1013,4";"1013,6";"1013,3";"0,7";"302,0";"1,7";"723,20";"0,2"
"12/03/2026";"1400";"24,1";"25,1";"24,0";"";"";"";"";"";"";"1013,1";"1013,4";"1013,1";"0,6";"299,0";"2,2";"552,30";"0,4"
"12/03/2026";"1500";"25,1";"25,1";"24,1";"";"";"";"";"";"";"1011,8";"1013,1";"1011,8";"0,6";"8,0";"1,6";"815,30";"0,2"
"12/03/2026";"1600";"24,9";"25,1";"24,4";"";"";"";"";"";"";"1010,7";"1011,8";"1010,7";"0,5";"236,0";"1,9";"846,70";"0,2"
"12/03/2026";"1700";"26,0";"26,1";"24,9";"";"";"";"";"";"";"1009,7";"1010,7";"1009,7";"1,1";"227,0";"2,8";"1287,40";"0,0"
"12/03/2026";"1800";"26,0";"26,4";"25,8";"";"";"";"";"";"";"1008,9";"1009,7";"1008,9";"1,8";"201,0";"3,4";"721,90";"0,2"
"12/03/2026";"1900";"26,5";"26,5";"25,9";"";"";"";"";"";"";"1008,6";"1008,9";"1008,4";"0,2";"31,0";"3,3";"478,20";"0,0"
"12/03/2026";"2000";"26,4";"26,6";"26,0";"";"";"";"";"";"";"1008,2";"1008,6";"1007,9";"0,8";"37,0";"2,5";"244,80";"0,0"
"12/03/2026";"2100";"25,9";"26,4";"25,9";"";"";"";"";"";"";"1008,3";"1008,3";"1008,1";"0,6";"328,0";"1,7";"108,20";"0,0"
"12/03/2026";"2200";"25,8";"25,9";"25,7";"";"";"";"";"";"";"1008,3";"1008,3";"1008,1";"1,1";"56,0";"3,1";"";"0,0"
"12/03/2026";"2300";"25,7";"25,8";"25,7";"";"";"";"";"";"";"1008,8";"1008,8";"1008,2";"0,8";"48,0";"3,0";"";"0,0"
"13/03/2026";"0000";"25,5";"25,7";"25,4";"";"";"";"";"";"";"1009,6";"1009,6";"1008,8";"0,8";"75,0";"3,4";"";"0,0"
"13/03/2026";"0100";"24,9";"25,5";"24,9";"";"";"";"";"";"";"1009,7";"1009,9";"1009,6";"0,6";"71,0";"2,1";"";"1,0"
"13/03/2026";"0200";"24,7";"25,0";"24,7";"";"";"";"";"";"";"1009,8";"1009,8";"1009,4";"0,7";"348,0";"1,6";"";"0,0"
"13/03/2026";"0300";"24,7";"25,0";"24,7";"";"";"";"";"";"";"1008,7";"1009,8";"1008,7";"0,7";"187,0";"1,7";"";"3,8"
"13/03/2026";"0400";"24,6";"24,7";"24,5";"";"";"";"";"";"";"1007,7";"1008,7";"1007,6";"1,0";"350,0";"2,2";"";"0,2"
"13/03/2026";"0500";"24,6";"24,7";"24,5";"";"";"";"";"";"";"1006,7";"1007,7";"1006,7";"0,6";"359,0";"2,6";"";"0,0"
"13/03/2026";"0600";"24,6";"24,7";"24,5";"";"";"";"";"";"";"1006,2";"1006,7";"1006,2";"0,5";"68,0";"1,4";"";"0,0"
"13/03/2026";"0700";"24,4";"24,6";"24,4";"";"";"";"";"";"";"1005,8";"1006,2";"1005,7";"0,3";"325,0";"1,2";"";"0,0"
"13/03/2026";"0800";"24,4";"24,4";"24,3";"";"";"";"";"";"";"1006,3";"1006,3";"1005,7";"0,5";"172,0";"1,9";"";"0,0"
"13/03/2026";"0900";"24,5";"24,5";"24,3";"";"";"";"";"";"";"1006,5";"1006,7";"1006,3";"0,5";"126,0";"1,8";"";"0,0"
"13/03/2026";"1000";"25,0";"25,0";"24,4";"";"";"";"";"";"";"1006,7";"1006,7";"1006,4";"0,4";"224,0";"1,4";"165,40";"0,0"
"13/03/2026";"1100";"26,4";"26,4";"24,9";"";"";"";"";"";"";"1007,2";"1007,2";"1006,7";"0,5";"136,0";"1,4";"457,90";"0,0"
"13/03/2026";"1200";"30,1";"30,1";"26,5";"";"";"";"";"";"";"1007,5";"1007,5";"1007,2";"1,8";"234,0";"3,9";"1795,80";"0,0"
"13/03/2026";"1300";"29,7";"30,3";"29,3";"";"";"";"";"";"";"1007,9";"1007,9";"1007,6";"1,7";"228,0";"4,9";"1420,40";"0,0"
"13/03/2026";"1400";"29,9";"30,2";"29,4";"";"";"";"";"";"";"1008,2";"1008,2";"1007,9";"2,4";"249,0";"7,0";"2246,30";"0,0"
"13/03/2026";"1500";"28,2";"30,7";"28,2";"";"";"";"";"";"";"1008,3";"1008,3";"1008,2";"4,0";"207,0";"7,9";"2161,90";"0,0"
"13/03/2026";"1600";"27,8";"28,3";"27,4";"";"";"";"";"";"";"1008,1";"1008,3";"1008,1";"3,8";"213,0";"7,9";"956,40";"0,0"
"13/03/2026";"1700";"28,2";"28,2";"27,4";"";"";"";"";"";"";"1007,8";"1008,1";"1007,8";"3,9";"221,0";"9,1";"1500,80";"0,0"
"13/03/2026";"1800";"27,9";"28,7";"27,9";"";"";"";"";"";"";"1007,6";"1007,8";"1007,6";"2,3";"201,0";"8,4";"1541,60";"0,0"
"13/03/2026";"1900";"27,4";"27,9";"26,8";"";"";"";"";"";"";"1007,5";"1007,8";"1007,5";"2,3";"215,0";"7,9";"429,50";"0,0"
"13/03/2026";"2000";"26,7";"27,6";"26,6";"";"";"";"";"";"";"1008,2";"1008,2";"1007,5";"2,5";"208,0";"6,2";"350,00";"0,0"
"13/03/2026";"2100";"24,2";"26,8";"24,2";"";"";"";"";"";"";"1008,8";"1008,8";"1008,2";"0,7";"284,0";"8,3";"32,80";"4,6"
"13/03/2026";"2200";"24,2";"24,2";"23,9";"";"";"";"";"";"";"1009,9";"1009,9";"1008,8";"0,6";"321,0";"3,3";"0,10";"1,0"
"13/03/2026";"2300";"24,1";"24,3";"24,0";"";"";"";"";"";"";"1010,3";"1010,3";"1009,9";"1,0";"323,0";"3,3";"";"0,4"
"14/03/2026";"0000";"24,0";"24,1";"23,9";"";"";"";"";"";"";"1010,9";"1010,9";"1010,3";"1,1";"352,0";"3,6";"";"0,4"
"14/03/2026";"0100";"23,8";"24,0";"23,8";"";"";"";"";"";"";"1010,6";"1011,0";"1010,6";"0,9";"298,0";"3,6";"";"0,0"
"14/03/2026";"0200";"23,8";"23,8";"23,7";"";"";"";"";"";"";"1010,2";"1010,6";"1010,0";"0,6";"304,0";"4,4";"";"0,0"
"14/03/2026";"0300";"24,0";"24,0";"23,8";"";"";"";"";"";"";"1009,7";"1010,2";"1009,7";"0,5";"17,0";"3,3";"";"0,0"
"14/03/2026";"0400";"23,8";"24,0";"23,8";"";"";"";"";"";"";"1009,2";"1009,7";"1009,2";"0,4";"236,0";"1,7";"";"0,0"
"14/03/2026";"0500";"23,5";"23,8";"23,5";"";"";"";"";"";"";"1008,7";"1009,2";"1008,7";"0,2";"221,0";"1,7";"";"0,0"
"14/03/2026";"0600";"23,2";"23,5";"23,2";"";"";"";"";"";"";"1008,5";"1008,7";"1008,5";"0,2";"187,0";"0,8";"";"0,0"
"14/03/2026";"0700";"23,0";"23,3";"23,0";"";"";"";"";"";"";"1008,6";"1008,6";"1008,3";"0,3";"48,0";"0,9";"";"0,0"
"14/03/2026";"0800";"22,8";"23,1";"22,8";"";"";"";"";"";"";"1008,7";"1008,7";"1008,5";"0,4";"235,0";"1,4";"";"0,0"
"14/03/2026";"0900";"22,7";"22,8";"22,6";"";"";"";"";"";"";"1009,3";"1009,3";"1008,7";"0,2";"240,0";"0,9";"";"0,0"
"14/03/2026";"1000";"23,4";"23,4";"22,7";"";"";"";"";"";"";"1009,8";"1009,8";"1009,3";"1,0";"32,0";"2,1";"205,20";"0,0"
"14/03/2026";"1100";"24,7";"24,7";"23,4";"";"";"";"";"";"";"1010,7";"1010,7";"1009,8";"0,8";"89,0";"2,1";"647,00";"0,0"
"14/03/2026";"1200";"26,5";"26,6";"24,6";"";"";"";"";"";"";"1010,9";"1010,9";"1010,7";"1,1";"333,0";"2,6";"1579,60";"0,0"
"14/03/2026";"1300";"26,9";"27,4";"26,1";"";"";"";"";"";"";"1011,0";"1011,1";"1010,9";"1,1";"287,0";"3,0";"2596,90";"0,0"
"14/03/2026";"1400";"28,2";"28,7";"26,8";"";"";"";"";"";"";"1010,9";"1011,0";"1010,9";"2,2";"190,0";"4,8";"2456,50";"0,0"
"14/03/2026";"1500";"28,9";"29,5";"28,2";"";"";"";"";"";"";"1010,5";"1010,9";"1010,5";"3,3";"204,0";"6,1";"3305,20";"0,0"
"14/03/2026";"1600";"29,0";"29,7";"28,6";"";"";"";"";"";"";"1010,3";"1010,5";"1010,3";"3,9";"188,0";"7,9";"3550,50";"0,0"
"14/03/2026";"1700";"29,3";"29,8";"28,5";"";"";"";"";"";"";"1009,7";"1010,3";"1009,7";"4,6";"198,0";"8,3";"3373,80";"0,0"
"14/03/2026";"1800";"28,7";"29,5";"28,7";"";"";"";"";"";"";"1009,4";"1009,8";"1009,3";"4,6";"207,0";"9,2";"2794,40";"0,0"
"14/03/2026";"1900";"28,0";"28,8";"27,6";"";"";"";"";"";"";"1009,1";"1009,4";"1009,1";"5,1";"195,0";"9,8";"2089,70";"0,0"
"14/03/2026";"2000";"27,1";"28,2";"27,1";"";"";"";"";"";"";"1009,2";"1009,3";"1009,1";"3,9";"205,0";"9,1";"525,90";"0,0"
"14/03/2026";"2100";"26,1";"27,1";"26,1";"";"";"";"";"";"";"1009,3";"1009,5";"1009,1";"3,0";"192,0";"8,2";"102,60";"0,0"
"14/03/2026";"2200";"25,4";"26,1";"25,4";"";"";"";"";"";"";"1010,1";"1010,1";"1009,3";"2,3";"194,0";"5,9";"1,60";"0,0"
"14/03/2026";"2300";"25,2";"25,5";"25,2";"";"";"";"";"";"";"1011,0";"1011,0";"1010,1";"1,4";"165,0";"4,7";"";"0,0"
"15/03/2026";"0000";"24,9";"25,4";"24,9";"";"";"";"";"";"";"1011,4";"1011,4";"1011,0";"0,8";"158,0";"3,2";"";"0,0"
"15/03/2026";"0100";"24,2";"24,9";"24,2";"";"";"";"";"";"";"1011,8";"1011,8";"1011,4";"0,6";"76,0";"1,9";"";"0,0"
"15/03/2026";"0200";"23,6";"24,3";"23,6";"";"";"";"";"";"";"1011,6";"1011,8";"1011,6";"0,2";"336,0";"1,5";"";"0,0"
"15/03/2026";"0300";"23,2";"23,7";"23,2";"";"";"";"";"";"";"1011,2";"1011,6";"1011,2";"0,5";"47,0";"2,1";"";"0,0"
"15/03/2026";"0400";"23,3";"23,3";"23,1";"";"";"";"";"";"";"1010,7";"1011,2";"1010,7";"0,6";"32,0";"1,7";"";"0,0"
"15/03/2026";"0500";"23,0";"23,3";"22,9";"";"";"";"";"";"";"1010,0";"1010,8";"1010,0";"0,8";"34,0";"1,7";"";"0,0"
"15/03/2026";"0600";"22,5";"23,0";"22,5";"";"";"";"";"";"";"1010,0";"1010,1";"1009,9";"0,6";"34,0";"3,0";"";"0,0"
"15/03/2026";"0700";"22,2";"22,5";"22,1";"";"";"";"";"";"";"1009,9";"1010,0";"1009,8";"0,9";"56,0";"2,1";"";"0,0"
"15/03/2026";"0800";"22,0";"22,2";"22,0";"";"";"";"";"";"";"1010,4";"1010,4";"1009,8";"0,7";"188,0";"1,9";"";"0,0"
"15/03/2026";"0900";"22,4";"22,5";"22,0";"";"";"";"";"";"";"1010,7";"1010,7";"1010,2";"1,1";"100,0";"2,1";"";"0,0"
"15/03/2026";"1000";"22,8";"22,8";"22,3";"";"";"";"";"";"";"1011,0";"1011,0";"1010,7";"0,9";"75,0";"2,1";"228,20";"0,0"
"15/03/2026";"1100";"24,8";"24,8";"22,8";"";"";"";"";"";"";"1011,6";"1011,6";"1011,0";"1,6";"7,0";"3,5";"1162,40";"0,0"
"15/03/2026";"1200";"26,0";"26,3";"24,7";"";"";"";"";"";"";"1011,8";"1011,9";"1011,6";"1,4";"359,0";"3,8";"2007,50";"0,0"
"15/03/2026";"1300";"26,9";"27,1";"25,8";"";"";"";"";"";"";"1011,6";"1011,9";"1011,6";"1,7";"314,0";"3,8";"2735,70";"0,0"
"15/03/2026";"1400";"28,6";"28,6";"25,9";"";"";"";"";"";"";"1011,2";"1011,7";"1011,2";"1,4";"329,0";"4,2";"3242,20";"0,0"
"15/03/2026";"1500";"29,6";"30,2";"28,1";"";"";"";"";"";"";"1010,8";"1011,2";"1010,8";"2,1";"237,0";"4,4";"3498,10";"0,0"
"15/03/2026";"1600";"31,7";"31,7";"29,2";"";"";"";"";"";"";"1010,0";"1010,8";"1010,0";"2,0";"229,0";"5,2";"3522,70";"0,0"
"15/03/2026";"1700";"31,5";"32,1";"30,9";"";"";"";"";"";"";"1009,5";"1010,0";"1009,5";"3,4";"226,0";"7,5";"3256,80";"0,0"
"15/03/2026";"1800";"31,2";"31,9";"31,2";"";"";"";"";"";"";"1009,0";"1009,5";"1009,0";"2,8";"186,0";"7,6";"2767,50";"0,0"
"15/03/2026";"1900";"30,2";"31,5";"30,2";"";"";"";"";"";"";"1009,1";"1009,1";"1008,9";"2,5";"170,0";"6,0";"2049,50";"0,0"
"15/03/2026";"2000";"29,1";"30,6";"29,1";"";"";"";"";"";"";"1009,3";"1009,3";"1009,0";"1,3";"238,0";"5,4";"420,80";"0,0"
"15/03/2026";"2100";"28,3";"29,2";"28,3";"";"";"";"";"";"";"1009,8";"1009,8";"1009,3";"1,4";"188,0";"4,8";"105,70";"0,0"
"15/03/2026";"2200";"27,1";"28,3";"27,1";"";"";"";"";"";"";"1010,2";"1010,2";"1009,8";"0,4";"329,0";"3,2";"0,70";"0,0"
"15/03/2026";"2300";"27,5";"28,0";"27,0";"";"";"";"";"";"";"1010,9";"1010,9";"1010,2";"0,6";"271,0";"3,5";"";"0,0"
"16/03/2026";"0000";"26,7";"27,5";"26,7";"";"";"";"";"";"";"1011,7";"1011,7";"1010,9";"0,7";"94,0";"2,5";"";"0,0"
"16/03/2026";"0100";"26,1";"26,7";"26,0";"";"";"";"";"";"";"1012,3";"1012,3";"1011,7";"0,7";"128,0";"2,8";"";"0,0"
"16/03/2026";"0200";"25,3";"26,1";"25,3";"";"";"";"";"";"";"1012,4";"1012,4";"1012,2";"0,6";"122,0";"1,6";"";"0,0"
"16/03/2026";"0300";"25,2";"25,5";"25,1";"";"";"";"";"";"";"1012,4";"1012,6";"1012,4";"1,4";"85,0";"3,3";"";"0,0"
"16/03/2026";"0400";"24,8";"25,2";"24,8";"";"";"";"";"";"";"1011,8";"1012,4";"1011,8";"1,0";"116,0";"3,3";"";"0,0"
"16/03/2026";"0500";"24,3";"25,0";"24,3";"";"";"";"";"";"";"1011,4";"1011,8";"1011,4";"0,5";"49,0";"3,1";"";"0,0"
"16/03/2026";"0600";"24,0";"24,5";"24,0";"";"";"";"";"";"";"1011,2";"1011,4";"1011,2";"1,1";"83,0";"4,6";"";"0,0"
"16/03/2026";"0700";"23,6";"24,1";"23,6";"";"";"";"";"";"";"1011,1";"1011,2";"1010,9";"0,9";"54,0";"2,5";"";"0,0"
"16/03/2026";"0800";"23,0";"23,6";"23,0";"";"";"";"";"";"";"1011,2";"1011,2";"1011,1";"0,5";"344,0";"2,0";"";"0,0"
"16/03/2026";"0900";"22,8";"23,0";"22,8";"";"";"";"";"";"";"1011,9";"1011,9";"1011,2";"0,6";"340,0";"1,8";"";"0,0"
"16/03/2026";"1000";"24,1";"24,1";"22,8";"";"";"";"";"";"";"1012,2";"1012,2";"1011,9";"0,9";"39,0";"1,8";"227,50";"0,0"
"16/03/2026";"1100";"25,4";"25,6";"24,0";"";"";"";"";"";"";"1012,9";"1012,9";"1012,2";"1,2";"9,0";"3,1";"1091,10";"0,0"
"16/03/2026";"1200";"26,1";"26,6";"25,5";"";"";"";"";"";"";"1013,2";"1013,2";"1012,9";"1,6";"322,0";"4,1";"1946,70";"0,0"
"16/03/2026";"1300";"26,9";"27,1";"26,0";"";"";"";"";"";"";"1013,4";"1013,5";"1013,2";"1,2";"323,0";"4,6";"2687,00";"0,0"
"16/03/2026";"1400";"29,2";"29,2";"26,9";"";"";"";"";"";"";"1013,1";"1013,4";"1013,1";"1,4";"319,0";"3,2";"3205,00";"0,0"
"16/03/2026";"1500";"31,4";"31,4";"29,2";"";"";"";"";"";"";"1012,3";"1013,1";"1012,3";"1,3";"315,0";"3,1";"3474,50";"0,0"
"16/03/2026";"1600";"32,5";"32,6";"30,7";"";"";"";"";"";"";"1011,5";"1012,3";"1011,5";"2,4";"221,0";"4,8";"3474,10";"0,0"
"16/03/2026";"1700";"32,6";"33,5";"31,9";"";"";"";"";"";"";"1010,8";"1011,5";"1010,8";"2,8";"204,0";"5,1";"3216,60";"0,0"
"16/03/2026";"1800";"32,1";"33,6";"32,1";"";"";"";"";"";"";"1010,6";"1010,8";"1010,5";"4,2";"212,0";"6,8";"2691,60";"0,0"
"16/03/2026";"1900";"31,2";"32,6";"31,2";"";"";"";"";"";"";"1010,5";"1010,6";"1010,4";"2,6";"167,0";"6,8";"2011,30";"0,0"
"16/03/2026";"2000";"29,3";"31,3";"29,3";"";"";"";"";"";"";"1010,5";"1010,6";"1010,5";"2,3";"162,0";"7,3";"398,40";"0,0"
"16/03/2026";"2100";"28,4";"29,4";"28,4";"";"";"";"";"";"";"1010,8";"1010,8";"1010,4";"1,9";"113,0";"6,5";"110,20";"0,0"
"16/03/2026";"2200";"26,9";"28,4";"26,9";"";"";"";"";"";"";"1011,3";"1011,3";"1010,8";"1,9";"199,0";"5,0";"0,60";"0,0"
"16/03/2026";"2300";"27,0";"27,0";"26,8";"";"";"";"";"";"";"1012,1";"1012,1";"1011,3";"0,8";"305,0";"4,2";"";"0,0"
"17/03/2026";"0000";"26,7";"27,2";"26,6";"";"";"";"";"";"";"1013,3";"1013,3";"1012,1";"1,0";"108,0";"3,9";"";"0,0"
"17/03/2026";"0100";"25,9";"26,7";"25,9";"";"";"";"";"";"";"1013,4";"1013,7";"1013,3";"1,7";"99,0";"5,5";"";"0,0"
"17/03/2026";"0200";"25,6";"25,9";"25,6";"";"";"";"";"";"";"1013,6";"1013,7";"1013,4";"1,4";"40,0";"6,8";"";"0,0"
"17/03/2026";"0300";"25,3";"25,6";"25,3";"";"";"";"";"";"";"1013,7";"1013,8";"1013,6";"1,8";"58,0";"5,0";"";"0,0"
"17/03/2026";"0400";"24,8";"25,4";"24,8";"";"";"";"";"";"";"1013,3";"1013,8";"1013,3";"1,6";"81,0";"5,5";"";"0,0"
"17/03/2026";"0500";"24,5";"24,8";"24,5";"";"";"";"";"";"";"1012,7";"1013,3";"1012,7";"1,0";"82,0";"3,8";"";"0,0"
"17/03/2026";"0600";"23,7";"24,5";"23,6";"";"";"";"";"";"";"1012,0";"1012,7";"1012,0";"0,3";"120,0";"2,9";"";"0,0"
"17/03/2026";"0700";"23,1";"23,9";"23,1";"";"";"";"";"";"";"1011,9";"1012,0";"1011,9";"0,2";"84,0";"1,5";"";"0,0"
"17/03/2026";"0800";"22,9";"23,5";"22,8";"";"";"";"";"";"";"1012,2";"1012,2";"1011,9";"0,5";"89,0";"1,7";"";"0,0"
"17/03/2026";"0900";"23,1";"23,1";"22,8";"";"";"";"";"";"";"1012,7";"1012,7";"1012,2";"0,9";"63,0";"2,1";"";"0,0"
"17/03/2026";"1000";"24,1";"24,1";"23,1";"";"";"";"";"";"";"1013,6";"1013,6";"1012,7";"1,0";"125,0";"2,1";"229,90";"0,0"
"17/03/2026";"1100";"26,6";"26,6";"24,1";"";"";"";"";"";"";"1014,1";"1014,1";"1013,5";"0,6";"125,0";"2,1";"1021,70";"0,0"
"17/03/2026";"1200";"27,9";"27,9";"25,8";"";"";"";"";"";"";"1014,2";"1014,2";"1014,1";"0,8";"206,0";"2,6";"1913,10";"0,0"
"17/03/2026";"1300";"28,0";"28,7";"26,7";"";"";"";"";"";"";"1013,9";"1014,2";"1013,9";"1,6";"304,0";"4,0";"2430,50";"0,0"
"17/03/2026";"1400";"30,2";"30,4";"27,6";"";"";"";"";"";"";"1013,4";"1014,0";"1013,4";"2,6";"211,0";"4,7";"3153,30";"0,0"
"17/03/2026";"1500";"30,9";"31,3";"29,8";"";"";"";"";"";"";"1012,7";"1013,5";"1012,7";"3,3";"210,0";"6,6";"3467,90";"0,0"
"17/03/2026";"1600";"31,6";"32,1";"30,8";"";"";"";"";"";"";"1011,9";"1012,7";"1011,9";"2,8";"176,0";"6,4";"3478,80";"0,0"
"17/03/2026";"1700";"31,9";"32,2";"30,8";"";"";"";"";"";"";"1011,4";"1011,9";"1011,4";"2,0";"164,0";"6,5";"3206,10";"0,0"
"17/03/2026";"1800";"31,1";"31,9";"30,6";"";"";"";"";"";"";"1010,9";"1011,4";"1010,8";"2,5";"179,0";"5,9";"2702,40";"0,0"
"17/03/2026";"1900";"30,3";"31,3";"29,8";"";"";"";"";"";"";"1010,2";"1010,9";"1010,1";"2,3";"179,0";"6,7";"1996,00";"0,0"
"17/03/2026";"2000";"29,1";"30,3";"29,1";"";"";"";"";"";"";"1010,4";"1010,4";"1010,1";"2,2";"123,0";"6,9";"407,20";"0,0"
"17/03/2026";"2100";"27,4";"29,1";"27,4";"";"";"";"";"";"";"1010,6";"1010,6";"1010,4";"1,5";"172,0";"5,3";"117,40";"0,0"
"17/03/2026";"2200";"26,6";"27,4";"26,6";"";"";"";"";"";"";"1011,4";"1011,4";"1010,6";"1,3";"152,0";"4,7";"";"0,0"
"17/03/2026";"2300";"25,9";"26,6";"25,9";"";"";"";"";"";"";"1012,4";"1012,4";"1011,4";"1,5";"147,0";"4,1";"";"0,0"
"18/03/2026";"0000";"25,7";"26,1";"25,7";"";"";"";"";"";"";"1013,2";"1013,2";"1012,4";"1,5";"173,0";"3,7";"";"0,0"
"18/03/2026";"0100";"25,3";"25,7";"25,2";"";"";"";"";"";"";"1013,8";"1013,8";"1013,2";"0,2";"258,0";"2,7";"";"0,0"
"18/03/2026";"0200";"25,2";"25,5";"24,9";"";"";"";"";"";"";"1013,6";"1013,9";"1013,6";"0,6";"150,0";"1,6";"";"0,0"
"18/03/2026";"0300";"24,9";"25,3";"24,6";"";"";"";"";"";"";"1013,0";"1013,6";"1013,0";"0,9";"92,0";"2,1";"";"0,0"
"18/03/2026";"0400";"24,9";"25,0";"24,7";"";"";"";"";"";"";"1012,3";"1013,0";"1012,3";"0,6";"216,0";"2,1";"";"0,0"
"18/03/2026";"0500";"25,1";"25,2";"24,9";"";"";"";"";"";"";"1011,8";"1012,3";"1011,8";"1,1";"165,0";"2,3";"";"0,0"
"18/03/2026";"0600";"24,6";"25,1";"24,5";"";"";"";"";"";"";"1010,9";"1011,8";"1010,9";"0,5";"109,0";"2,3";"";"0,0"
"18/03/2026";"0700";"24,7";"24,7";"24,5";"";"";"";"";"";"";"1011,0";"1011,0";"1010,7";"0,4";"109,0";"1,9";"";"0,0"
